Date,Close/Last,Volume,Open,High,Low
2020-05-13,57.12,215305,59.18,59.8599,56.61
2020-05-14,55.93,425078,56.24,57.05,54.38
2020-05-15,54.95,470319,55.56,56.4,54.58
2020-05-18,58.26,299299,56.45,58.68,56.45
2020-05-19,60.39,253110,58.02,61.33,58.02
2020-05-20,63.28,297876,61.49,63.3,61.49
2020-05-21,62.55,226904,63.14,63.98,62.13
2020-05-22,62.67,138645,62.98,62.98,61.89
2020-05-26,63.78,218870,64.03,64.48,62.85
2020-05-27,64.87,237529,64.63,64.99,62.5
2020-05-28,63.65,200374,65.0,65.53,63.63
2020-05-29,63.94,211539,63.39,64.26,62.48
2020-06-01,65.85,229746,64.15,66.15,63.87
2020-06-02,66.0,317900,66.39,67.04,65.78
2020-06-03,66.44,335890,66.71,66.955,65.88
2020-06-04,65.27,338251,65.62,66.26,64.33
2020-06-05,66.29,327908,66.9,67.49,65.76
2020-06-08,67.57,322323,67.71,68.22,66.56
2020-06-09,67.01,178572,66.83,68.16,66.8
2020-06-10,66.16,195253,67.19,67.505,65.775
2020-06-11,60.33,385397,64.5,64.5,60.33
2020-06-12,60.84,321494,62.26,62.775,59.3
2020-06-15,61.66,341905,59.37,62.03,59.08
2020-06-16,63.92,414581,64.62,64.78,63.26
2020-06-17,63.0,430467,64.26,64.71,61.92
2020-06-18,61.4,442421,62.42,62.81,60.58
2020-06-19,60.19,509454,62.03,62.615,59.96
2020-06-22,60.41,402266,59.99,61.34,59.15
2020-06-23,60.38,593195,61.25,61.38,60.2
2020-06-24,58.56,302726,59.84,60.375,58.4
2020-06-25,59.2,346015,58.44,59.24,57.56
2020-06-26,59.35,550961,59.0,60.34,58.56
2020-06-29,60.2,305616,59.83,60.9599,59.275
2020-06-30,62.42,320030,60.19,62.48,60.1
2020-07-01,61.26,323692,62.55,62.615,60.97
2020-07-02,62.78,273130,62.11,63.16,62.11
2020-07-06,64.32,276099,63.99,65.17,63.78
2020-07-07,64.05,498701,63.95,65.4,63.62
2020-07-08,63.26,347494,64.14,64.79,62.64
2020-07-09,65.12,208348,63.42,65.26,62.75
2020-07-10,64.33,211072,64.95,65.25,63.76
2020-07-13,62.72,241474,65.04,65.26,62.61
2020-07-14,64.16,139714,62.29,64.21,62.105
2020-07-15,65.02,292717,65.5,65.93,64.49
2020-07-16,63.72,150835,64.7,65.04,63.21
2020-07-17,64.65,142745,64.14,64.975,63.86
2020-07-20,66.55,125809,64.34,66.69,64.01
2020-07-21,67.25,153986,67.0,67.78,66.82
2020-07-22,67.89,179302,66.9,68.19,66.9
2020-07-23,69.23,282961,67.97,69.2699,67.97
2020-07-24,68.5,231111,69.19,69.19,67.945
2020-07-27,69.8,144100,68.5,69.9572,68.5
2020-07-28,69.35,197179,69.29,69.55,68.885
2020-07-29,71.34,162946,69.53,71.54,69.495
2020-07-30,72.13,110583,70.35,72.37,70.35
2020-07-31,72.63,270434,72.28,72.71,71.13
2020-08-03,73.64,118861,72.63,74.15,72.63
2020-08-04,73.54,213178,73.87,74.51,72.97
2020-08-05,75.63,404658,74.29,76.85,73.86
2020-08-06,75.84,161195,75.42,76.195,74.98
2020-08-07,76.4,248866,75.75,76.46,75.51
2020-08-10,72.65,196787,76.38,76.852,72.5
2020-08-11,73.09,201897,72.94,74.465,72.46
2020-08-12,74.68,261472,73.81,74.915,73.5
2020-08-13,74.35,172304,74.84,75.04,74.0
2020-08-14,73.06,281551,73.94,75.0,72.53
2020-08-17,74.44,332575,73.39,74.975,72.825
2020-08-18,72.69,833975,70.72,72.76,67.74
2020-08-19,74.37,404990,72.5,74.77,72.4391
2020-08-20,70.05,563146,73.79,74.24,69.51
2020-08-21,69.12,280818,70.02,70.055,68.19
2020-08-24,69.61,188931,69.88,71.295,69.27
2020-08-25,71.34,302431,69.46,71.48,69.19
2020-08-26,71.34,270747,71.12,72.04,70.06
2020-08-27,70.05,278361,71.08,71.11,69.42
2020-08-28,70.22,162510,70.45,70.6,69.6
2020-08-31,69.78,213842,70.34,70.67,69.32
2020-09-01,68.01,236523,69.0,69.18,67.58
2020-09-02,68.72,194607,68.19,68.9,67.63
2020-09-03,64.13,698404,66.81,66.81,59.995
2020-09-04,63.99,490784,64.1,65.55,62.09
2020-09-08,62.96,295876,63.27,63.98,62.24
2020-09-09,62.59,494170,63.52,63.52,62.16
2020-09-10,59.53,342475,63.0,63.555,59.25
2020-09-11,59.44,324463,59.81,60.09,58.85
2020-09-14,60.46,213153,60.17,60.88,59.8
2020-09-15,61.44,274080,61.0,61.985,60.51
2020-09-16,62.2,183231,62.11,63.01,61.935
2020-09-17,61.68,252466,61.14,61.8,60.44
2020-09-18,62.17,600449,62.25,63.15,61.43
2020-09-21,62.19,221483,60.97,62.21,60.72
2020-09-22,62.05,153547,62.43,62.43,61.27
2020-09-23,60.94,220650,61.84,62.8,60.89
2020-09-24,62.27,292359,60.78,63.01,60.3
2020-09-25,61.61,152430,61.99,62.02,60.98
2020-09-28,63.0,156943,62.55,63.35,62.1492
2020-09-29,63.33,131920,63.3,64.1689,63.02
2020-09-30,63.03,224407,63.15,64.51,62.73
2020-10-01,62.97,169800,63.53,63.6,62.47
2020-10-02,62.57,187721,61.53,63.23,61.48
2020-10-05,63.55,159945,63.24,64.23,62.73
2020-10-06,63.55,184884,63.73,64.91,63.51
2020-10-07,63.6,230185,64.12,64.12,62.79
2020-10-08,64.37,106876,64.06,65.13,64.04
2020-10-09,64.67,223834,65.02,65.89,64.23
2020-10-12,65.34,99478,64.62,65.61,64.62
2020-10-13,64.34,145976,65.01,65.01,63.46
2020-10-14,63.14,97830,64.52,64.99,62.78
2020-10-15,63.43,219283,62.53,63.445,62.145
2020-10-16,63.09,97100,63.39,64.56,63.0
2020-10-19,63.75,190120,64.66,65.27,63.57
2020-10-20,63.8,95725,64.27,64.91,63.45
2020-10-21,63.09,136860,63.86,64.54,63.06
2020-10-22,63.6,167515,63.43,64.12,62.96
2020-10-23,63.73,161440,64.09,64.09,63.3
2020-10-26,62.47,183024,62.98,63.16,61.6
2020-10-27,62.16,127168,62.69,63.52,62.11
2020-10-28,59.92,154078,61.06,61.35,59.85
2020-10-29,60.83,272161,60.12,61.42,59.84
2020-10-30,60.02,126964,60.26,60.88,59.45
2020-11-02,61.18,217912,60.35,61.27,59.78
2020-11-03,63.68,312278,64.3,67.45,63.1264
2020-11-04,64.82,154727,63.09,65.135,62.4165
2020-11-05,66.38,124284,65.48,66.815,65.48
2020-11-06,66.48,164972,66.49,67.21,65.56
2020-11-09,67.28,221061,69.1,70.65,67.2
2020-11-10,67.02,235740,67.83,68.54,66.075
2020-11-11,68.63,110106,67.35,68.74,66.28
2020-11-12,66.56,189680,68.4,68.4,66.19
2020-11-13,69.77,204286,67.24,70.12,67.24
2020-11-16,71.25,234994,70.0,71.3,69.33
2020-11-17,71.02,168106,70.79,71.19,69.43
2020-11-18,69.15,156671,70.86,71.24,69.08
2020-11-19,69.82,127792,68.84,69.89,68.44
2020-11-20,70.33,141720,69.43,70.77,69.43
2020-11-23,70.53,156192,71.09,71.36,70.09
2020-11-24,69.99,260083,71.0,71.0,69.94
2020-11-25,68.86,174717,69.74,70.06,68.83
2020-11-27,69.0,91488,68.81,69.335,68.18
2020-11-30,68.31,181458,68.95,69.135,67.77
2020-12-01,68.97,186734,68.99,69.33,68.26
2020-12-02,69.3,148587,68.99,69.46,68.25
2020-12-03,68.57,108060,69.5,69.82,68.45
2020-12-04,69.76,135531,69.06,69.88,68.835
2020-12-07,71.49,128351,69.8,71.56,69.59
2020-12-08,71.81,145794,71.07,72.29,71.07
2020-12-09,69.32,163449,71.81,71.9479,69.03
2020-12-10,69.2,130665,69.01,69.7,68.65
2020-12-11,68.39,176984,68.81,68.9783,67.737
2020-12-14,69.77,273277,69.19,70.29,69.19
2020-12-15,71.77,226018,70.57,71.99,69.6
2020-12-16,72.69,212900,72.0,72.935,71.515
2020-12-17,76.44,239219,73.37,76.56,73.035
2020-12-18,76.46,808726,76.75,78.47,76.21
2020-12-21,74.43,167391,75.15,75.55,72.98
2020-12-22,75.99,142274,74.61,76.94,74.49
2020-12-23,76.76,95153,76.29,77.05,76.05
2020-12-24,76.05,121244,76.93,77.36,75.31
2020-12-28,77.86,119630,76.88,78.32,76.655
2020-12-29,75.55,99347,78.26,78.26,75.0
2020-12-30,76.49,66852,75.65,77.13,75.65
2020-12-31,77.59,128682,76.79,77.96,76.19
2021-01-04,77.52,140525,78.12,78.45,75.7242
2021-01-05,80.45,168561,77.22,80.95,77.22
2021-01-06,81.82,234158,81.19,82.3,80.66
2021-01-07,83.0,122069,81.82,83.14,80.78
2021-01-08,83.65,97949,83.79,84.07,82.57
2021-01-11,84.58,106184,82.38,84.66,82.38
2021-01-12,84.05,167620,85.7,87.06,83.55
2021-01-13,83.05,104957,84.04,84.315,82.8
2021-01-14,85.53,185979,83.25,87.28,82.92
2021-01-15,82.57,238999,84.24,84.685,82.47
2021-01-19,85.33,244651,84.29,86.57,84.29
2021-01-20,84.56,140585,85.78,86.99,84.02
2021-01-21,85.09,139847,85.39,86.55,84.11
2021-01-22,85.82,134155,84.19,86.2,83.98
2021-01-25,85.53,170484,85.77,87.235,84.79
2021-01-26,83.04,130501,85.5,87.02,82.56
2021-01-27,80.72,173313,81.6,82.7498,79.59
2021-01-28,80.28,150309,81.63,81.82,80.0
2021-01-29,78.94,195338,79.98,80.78,78.44
2021-02-01,80.78,153407,79.59,80.9218,78.83
2021-02-02,83.77,436035,87.95,90.0,82.46
2021-02-03,84.1,245550,83.33,84.33,81.3
2021-02-04,87.47,222563,84.0,87.61,83.39
2021-02-05,89.26,200600,87.61,89.46,86.83
2021-02-08,89.89,178631,89.26,90.61,88.9
2021-02-09,88.24,120267,89.8,89.8,88.13
2021-02-10,87.08,126070,88.44,89.35,86.66
2021-02-11,88.4,153152,87.33,88.78,87.21
2021-02-12,87.8,84885,88.13,89.0,87.39
2021-02-16,87.4,122045,88.5,88.74,87.0
2021-02-17,86.16,136313,86.54,88.21,86.01
2021-02-18,86.63,179497,85.85,87.01,85.065
2021-02-19,88.14,150745,86.94,88.7,86.53
2021-02-22,88.72,142711,87.21,89.81,86.7675
2021-02-23,88.12,194971,87.64,88.69,86.5
2021-02-24,90.16,114869,88.23,90.33,88.23
2021-02-25,87.89,224511,89.31,90.04,87.66
2021-02-26,88.33,188448,88.21,89.17,86.725
2021-03-01,91.66,182418,90.1,91.68,89.22
2021-03-02,89.38,274215,91.61,91.95,89.0809
2021-03-03,87.39,138156,89.08,89.4,87.01
2021-03-04,85.13,182330,87.01,87.83,84.4
2021-03-05,86.95,244322,86.26,87.22,84.72
2021-03-08,85.92,118537,87.22,87.95,85.83
2021-03-09,86.85,129089,87.45,87.99,86.6
2021-03-10,88.32,105717,88.08,88.71,87.42
2021-03-11,92.05,162278,89.81,92.23,89.39
2021-03-12,92.93,115596,91.97,93.25,91.41
2021-03-15,93.12,122217,92.43,93.33,91.58
2021-03-16,93.48,106920,93.29,94.25,92.63
2021-03-17,92.5,132508,93.23,93.23,91.55
2021-03-18,90.83,202289,91.4,93.42,90.42
2021-03-19,89.46,549932,91.17,91.48,89.37
2021-03-22,87.8,152862,89.41,89.665,87.64
2021-03-23,85.3,126899,86.93,87.76,84.69
2021-03-24,85.53,256100,86.23,87.69,85.51
2021-03-25,85.38,158929,84.83,86.07,83.66
2021-03-26,90.82,161106,85.62,90.96,85.62
2021-03-29,88.84,191231,90.19,92.13,88.72
2021-03-30,89.56,120849,88.52,89.58,87.92
2021-03-31,90.39,290445,90.0,91.87,89.96
2021-04-01,91.36,186832,90.93,91.91,90.42
2021-04-05,92.73,119209,92.25,93.44,91.68
2021-04-06,90.52,90593,92.73,93.49,90.385
2021-04-07,88.53,83115,90.24,90.6,88.23
2021-04-08,89.12,140904,89.2,89.6,88.29
2021-04-09,89.43,76050,89.05,89.74,88.32
2021-04-12,89.09,68667,89.44,90.07,88.5
2021-04-13,88.35,96386,89.04,89.81,87.85
2021-04-14,88.49,87486,88.47,89.4,87.77
2021-04-15,89.93,53603,89.54,90.05,88.9841
2021-04-16,89.4,84448,90.42,90.42,89.08
2021-04-19,88.87,114475,88.74,89.0,87.21
2021-04-20,87.67,148847,88.74,89.5485,86.83
2021-04-21,88.8,95689,87.75,89.22,87.75
2021-04-22,89.08,174988,89.48,90.17,88.4
2021-04-23,91.16,99848,89.5,91.98,89.5
2021-04-26,92.11,90664,91.71,92.16,90.85
2021-04-27,92.28,105834,91.64,92.555,91.25
2021-04-28,92.15,79651,91.92,92.2,91.28
2021-04-29,91.95,141870,92.72,93.31,91.1
2021-04-30,85.62,209556,90.83,90.83,85.475
2021-05-03,86.11,270767,86.48,87.03,85.26
2021-05-04,84.94,343691,82.52,85.69,82.0
2021-05-05,85.86,95381,85.6,86.745,84.66
2021-05-06,86.23,164654,85.42,86.795,85.16
2021-05-07,85.25,102007,86.43,86.5,84.68
2021-05-10,82.92,155825,84.81,85.25,82.81
2021-05-11,82.04,195987,81.52,83.18,81.059
2021-05-12,77.5,202873,80.92,81.87,77.3
2021-05-13,78.7,402214,78.03,79.46,77.71
2021-05-14,81.71,184393,79.7,82.1051,79.0
2021-05-17,81.5,125957,80.85,81.7589,80.52
2021-05-18,81.01,144196,81.58,82.86,81.01
2021-05-19,83.5,191695,79.6,83.7825,79.6
2021-05-20,84.5,143513,83.68,84.55,83.21
2021-05-21,84.83,135344,84.94,86.05,84.415
2021-05-24,86.12,141378,85.39,87.08,85.39
2021-05-25,85.58,167329,86.31,87.66,85.18
2021-05-26,87.63,139085,85.88,87.78,85.34
2021-05-27,89.0,265423,87.65,89.01,87.4201
2021-05-28,89.69,162762,89.34,90.13,89.01
2021-06-01,90.32,175738,90.17,90.655,89.48
2021-06-02,90.88,170899,90.82,91.195,89.57
2021-06-03,91.85,142640,90.39,91.88,89.84
2021-06-04,93.65,139426,92.26,93.93,91.97
2021-06-07,94.08,108613,93.76,94.59,93.04
2021-06-08,95.43,114486,94.86,95.83,94.485
2021-06-09,94.34,103942,95.66,95.95,93.94
2021-06-10,93.96,115748,94.64,94.9344,93.54
2021-06-11,94.09,133222,94.5,94.875,93.45
2021-06-14,94.56,126122,93.96,95.16,93.96
2021-06-15,94.29,126681,94.72,95.08,93.77
2021-06-16,94.18,122883,94.61,94.92,92.9301
2021-06-17,93.9,152166,94.26,94.7,93.12
2021-06-18,91.17,290004,92.6,92.6,90.6
2021-06-21,93.76,155150,91.8,94.335,91.25
2021-06-22,93.4,84787,93.29,93.76,92.62
2021-06-23,93.32,105963,93.75,94.19,93.06
2021-06-24,95.05,100808,93.98,95.25,93.42
2021-06-25,95.29,516787,95.32,96.03,95.09
2021-06-28,95.97,109414,95.34,96.21,95.11
2021-06-29,96.67,62075,96.27,97.04,96.11
2021-06-30,95.87,97852,96.47,96.54,95.86
2021-07-01,95.9,81552,96.57,96.57,95.515
2021-07-02,95.33,80508,96.31,96.44,95.04
2021-07-06,92.83,281377,95.33,95.33,92.58
2021-07-07,91.51,174397,92.87,93.72,90.92
2021-07-08,91.28,155914,89.55,92.42,89.43
2021-07-09,92.81,75758,92.09,93.03,91.56
2021-07-12,93.14,115123,93.22,93.35,91.87
2021-07-13,93.01,88096,92.38,93.03,91.74
2021-07-14,92.72,88033,93.81,94.71,92.55
2021-07-15,91.31,77494,92.33,92.35,90.2
2021-07-16,90.34,100400,92.29,92.29,90.22
2021-07-19,89.85,126052,89.69,91.17,89.13
2021-07-20,92.02,169820,90.35,93.25,90.35
2021-07-21,93.95,96602,92.29,94.1,92.29
2021-07-22,91.44,186900,93.81,94.38,91.16
2021-07-23,92.22,81024,91.32,92.3612,90.69
2021-07-26,92.63,79081,92.73,94.27,92.16
2021-07-27,90.29,73153,92.0,92.0,88.29
2021-07-28,92.06,152119,90.16,92.83,90.04
2021-07-29,93.59,66310,93.0,94.2,91.96
2021-07-30,94.52,91264,93.17,94.63,92.9
2021-08-02,93.34,86308,94.82,96.04,93.15
2021-08-03,93.02,142980,93.25,93.88,91.99
2021-08-04,92.7,81673,92.02,93.01,92.0
2021-08-05,92.99,59382,93.35,93.845,92.6
2021-08-06,93.44,111574,93.49,94.62,92.82
