From merged_data,,,,,,,,,From SMCI,,,,,,,,,,,,,
Date,DPRIME,Close/Last,Volume,Open,High,Low,,,Date,Close/Last,Volume,Open,High,Low,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-12-19,7.5,78.29,1134329,80.67,81.38,77.47,,,12/19/2022,$78.29 ,1134329,$80.67 ,$81.38 ,$77.47 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-12-16,7.5,80.73,1328133,80.24,82.36,78.8,,,12/16/2022,$80.73 ,1328133,$80.24 ,$82.36 ,$78.80 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-12-15,7.5,80.58,1661682,88.33,88.74,78.87,,,12/15/2022,$80.58 ,1661682,$88.33 ,$88.74 ,$78.87 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-12-14,7,90.04,1012105,90.5,91.545,87.93,,,12/14/2022,$90.04 ,1012105,$90.50 ,$91.55 ,$87.93 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-12-13,7,90.01,839860,92.72,93,88.77,,,12/13/2022,$90.01 ,839860,$92.72 ,$93.00 ,$88.77 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-12-12,7,89.16,725283,85.15,89.48,84.285,,,12/12/2022,$89.16 ,725283,$85.15 ,$89.48 ,$84.29 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-12-09,7,84.02,662460,85.38,86.5,83.3,,,12/09/2022,$84.02 ,662460,$85.38 ,$86.50 ,$83.30 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-12-08,7,85.61,1030782,86.32,89.97,85.145,,,12/08/2022,$85.61 ,1030782,$86.32 ,$89.97 ,$85.15 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-12-07,7,86.1,667360,84.67,87.1599,82.77,,,12/07/2022,$86.10 ,667360,$84.67 ,$87.16 ,$82.77 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-12-06,7,86.28,991664,83.35,86.43,81.03,,,12/06/2022,$86.28 ,991664,$83.35 ,$86.43 ,$81.03 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-12-05,7,83.31,840992,86.5,86.67,82.56,,,12/05/2022,$83.31 ,840992,$86.50 ,$86.67 ,$82.56 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-12-02,7,86.7,843690,88.69,89.5,85.35,,,12/02/2022,$86.70 ,843690,$88.69 ,$89.50 ,$85.35 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-12-01,7,90.51,810831,91.76,93.2199,89.03,,,12/01/2022,$90.51 ,810831,$91.76 ,$93.22 ,$89.03 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-11-30,7,90.23,1240876,91.44,91.49,85.7,,,11/30/2022,$90.23 ,1240876,$91.44 ,$91.49 ,$85.70 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-11-29,7,91.49,916915,92.44,94.89,89.8414,,,11/29/2022,$91.49 ,916915,$92.44 ,$94.89 ,$89.84 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-11-28,7,92.5,964749,93,95.22,91.86,,,11/28/2022,$92.50 ,964749,$93.00 ,$95.22 ,$91.86 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-11-25,7,93.87,641752,91.87,94.99,91.55,,,11/25/2022,$93.87 ,641752,$91.87 ,$94.99 ,$91.55 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-11-23,7,91.22,890071,88.24,91.74,87.64,,,11/23/2022,$91.22 ,890071,$88.24 ,$91.74 ,$87.64 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-11-22,7,87.72,702009,83.91,87.92,83.04,,,11/22/2022,$87.72 ,702009,$83.91 ,$87.92 ,$83.04 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-11-21,7,83.91,526844,86,86.49,83.38,,,11/21/2022,$83.91 ,526844,$86.00 ,$86.49 ,$83.38 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-11-18,7,86.49,933410,88.61,88.61,84.25,,,11/18/2022,$86.49 ,933410,$88.61 ,$88.61 ,$84.25 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-11-17,7,87.02,1029853,82.5,88.025,82.5,,,11/17/2022,$87.02 ,1029853,$82.50 ,$88.03 ,$82.50 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-11-16,7,82.17,981415,86.96,87.7198,81.285,,,11/16/2022,$82.17 ,981415,$86.96 ,$87.72 ,$81.29 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-11-15,7,86.89,1198059,85.25,89.69,84,,,11/15/2022,$86.89 ,1198059,$85.25 ,$89.69 ,$84.00 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-11-14,7,81.93,848245,82.94,84.0899,80.6,,,11/14/2022,$81.93 ,848245,$82.94 ,$84.09 ,$80.60 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-11-11,7,83.47,1395021,81.88,86.15,81.41,,,11/11/2022,$83.47 ,1395021,$81.88 ,$86.15 ,$81.41 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-11-10,7,80.72,796588,80.86,81.11,78.54,,,11/10/2022,$80.72 ,796588,$80.86 ,$81.11 ,$78.54 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-11-09,7,76.49,595324,78.62,81.12,76.2095,,,11/09/2022,$76.49 ,595324,$78.62 ,$81.12 ,$76.21 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-11-08,7,78.31,740033,78.5,79.9,77.0535,,,11/08/2022,$78.31 ,740033,$78.50 ,$79.90 ,$77.05 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-11-07,7,77.15,621525,76.99,78.69,76.85,,,11/07/2022,$77.15 ,621525,$76.99 ,$78.69 ,$76.85 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-11-04,7,76.63,1196246,80.26,82.9099,75.37,,,11/04/2022,$76.63 ,1196246,$80.26 ,$82.91 ,$75.37 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-11-03,7,79.7,1173424,78.7,81.41,75.21,,,11/03/2022,$79.70 ,1173424,$78.70 ,$81.41 ,$75.21 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-11-02,6.25,80.84,3850915,75,85.95,74.15,,,11/02/2022,$80.84 ,3850915,$75.00 ,$85.95 ,$74.15 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-11-01,6.25,71.86,914464,70.2,72.2,69.17,,,11/01/2022,$71.86 ,914464,$70.20 ,$72.20 ,$69.17 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-10-31,6.25,69.59,647542,68.58,70.19,67.75,,,10/31/2022,$69.59 ,647542,$68.58 ,$70.19 ,$67.75 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-10-28,6.25,68.72,488982,66.78,68.85,66.62,,,10/28/2022,$68.72 ,488982,$66.78 ,$68.85 ,$66.62 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-10-27,6.25,66.82,535841,67,68.3,66.59,,,10/27/2022,$66.82 ,535841,$67.00 ,$68.30 ,$66.59 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-10-26,6.25,65.65,400904,66.48,68.18,65.5,,,10/26/2022,$65.65 ,400904,$66.48 ,$68.18 ,$65.50 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-10-25,6.25,67.04,650607,63.09,67.18,63.09,,,10/25/2022,$67.04 ,650607,$63.09 ,$67.18 ,$63.09 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-10-24,6.25,63.01,516718,65.1,65.6199,62.8,,,10/24/2022,$63.01 ,516718,$65.10 ,$65.62 ,$62.80 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-10-21,6.25,64.53,993458,60.6401,65.43,60.6401,,,10/21/2022,$64.53 ,993458,$60.64 ,$65.43 ,$60.64 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-10-20,6.25,61.34,1791306,64.4,65,60.11,,,10/20/2022,$61.34 ,1791306,$64.40 ,$65.00 ,$60.11 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-10-19,6.25,55.59,261700,54.66,56.14,54.64,,,10/19/2022,$55.59 ,261700,$54.66 ,$56.14 ,$54.64 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-10-18,6.25,55.36,344832,57.93,57.97,54.44,,,10/18/2022,$55.36 ,344832,$57.93 ,$57.97 ,$54.44 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-10-17,6.25,56.12,352234,55.44,56.4,54.8386,,,10/17/2022,$56.12 ,352234,$55.44 ,$56.40 ,$54.84 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-10-14,6.25,54.02,373069,56.06,56.06,53.1,,,10/14/2022,$54.02 ,373069,$56.06 ,$56.06 ,$53.10 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-10-13,6.25,55.15,567802,51.79,55.4,50.28,,,10/13/2022,$55.15 ,567802,$51.79 ,$55.40 ,$50.28 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-10-12,6.25,52.42,443767,55,55.2076,52.3,,,10/12/2022,$52.42 ,443767,$55.00 ,$55.21 ,$52.30 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-10-11,6.25,55.74,359582,55.5,56.91,54.79,,,10/11/2022,$55.74 ,359582,$55.50 ,$56.91 ,$54.79 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-10-10,6.25,56.25,381428,59.87,59.99,56.14,,,10/10/2022,$56.25 ,381428,$59.87 ,$59.99 ,$56.14 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-10-07,6.25,58.93,473860,60.01,60.28,58.39,,,10/07/2022,$58.93 ,473860,$60.01 ,$60.28 ,$58.39 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-10-06,6.25,61.45,398129,60.17,61.89,60.1,,,10/06/2022,$61.45 ,398129,$60.17 ,$61.89 ,$60.10 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-10-05,6.25,60.47,656200,59.66,61.68,58.81,,,10/05/2022,$60.47 ,656200,$59.66 ,$61.68 ,$58.81 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-10-04,6.25,60.27,559808,58.93,60.73,58.705,,,10/04/2022,$60.27 ,559808,$58.93 ,$60.73 ,$58.71 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-10-03,6.25,57.07,456552,56.55,57.81,55.19,,,10/03/2022,$57.07 ,456552,$56.55 ,$57.81 ,$55.19 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-09-30,6.25,55.07,565211,54.14,57.21,54,,,09/30/2022,$55.07 ,565211,$54.14 ,$57.21 ,$54.00 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-09-29,6.25,54.45,253088,54.91,54.91,53.21,,,09/29/2022,$54.45 ,253088,$54.91 ,$54.91 ,$53.21 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-09-28,6.25,55.65,356785,53.5,55.91,53.2,,,09/28/2022,$55.65 ,356785,$53.50 ,$55.91 ,$53.20 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-09-27,6.25,53.5,284718,53.05,53.65,52.285,,,09/27/2022,$53.50 ,284718,$53.05 ,$53.65 ,$52.29 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-09-26,6.25,52.15,433058,53.18,53.99,51.67,,,09/26/2022,$52.15 ,433058,$53.18 ,$53.99 ,$51.67 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-09-23,6.25,53.43,642180,52.73,53.64,51.63,,,09/23/2022,$53.43 ,642180,$52.73 ,$53.64 ,$51.63 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-09-22,6.25,54.19,541729,55.04,55.21,52.835,,,09/22/2022,$54.19 ,541729,$55.04 ,$55.21 ,$52.84 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-09-21,5.5,55.03,587790,56.29,57.2286,54.76,,,09/21/2022,$55.03 ,587790,$56.29 ,$57.23 ,$54.76 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-09-20,5.5,55.8,740738,57.24,57.58,55.67,,,09/20/2022,$55.80 ,740738,$57.24 ,$57.58 ,$55.67 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-09-19,5.5,57.97,1036033,58.14,59.79,56.028,,,09/19/2022,$57.97 ,1036033,$58.14 ,$59.79 ,$56.03 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-09-16,5.5,62.3,753449,64.66,64.661,60.44,,,09/16/2022,$62.30 ,753449,$64.66 ,$64.66 ,$60.44 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-09-15,5.5,65.36,536570,64.1,65.93,63.5574,,,09/15/2022,$65.36 ,536570,$64.10 ,$65.93 ,$63.56 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-09-14,5.5,64.38,402308,63.64,64.45,62.47,,,09/14/2022,$64.38 ,402308,$63.64 ,$64.45 ,$62.47 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-09-13,5.5,63.42,503125,64,64.99,62.61,,,09/13/2022,$63.42 ,503125,$64.00 ,$64.99 ,$62.61 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-09-12,5.5,66.66,551766,67.09,68.17,65.01,,,09/12/2022,$66.66 ,551766,$67.09 ,$68.17 ,$65.01 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-09-09,5.5,66.88,457126,66.28,67.08,65.32,,,09/09/2022,$66.88 ,457126,$66.28 ,$67.08 ,$65.32 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-09-08,5.5,64.98,382448,62.7,65.07,62.26,,,09/08/2022,$64.98 ,382448,$62.70 ,$65.07 ,$62.26 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-09-07,5.5,63.31,577769,61.44,63.59,60.84,,,09/07/2022,$63.31 ,577769,$61.44 ,$63.59 ,$60.84 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-09-06,5.5,61.58,592956,64.62,65.25,61.127,,,09/06/2022,$61.58 ,592956,$64.62 ,$65.25 ,$61.13 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-09-02,5.5,64.54,579166,64.4,66.79,63.96,,,09/02/2022,$64.54 ,579166,$64.40 ,$66.79 ,$63.96 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-09-01,5.5,63.3,845157,63.9,64.32,61.9,,,09/01/2022,$63.30 ,845157,$63.90 ,$64.32 ,$61.90 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-08-31,5.5,65.08,938077,64.93,66.14,63.7,,,08/31/2022,$65.08 ,938077,$64.93 ,$66.14 ,$63.70 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-08-30,5.5,64.6,890521,69.59,70.0199,64.3,,,08/30/2022,$64.60 ,890521,$69.59 ,$70.02 ,$64.30 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-08-29,5.5,69.26,765676,68.36,71.1699,68,,,08/29/2022,$69.26 ,765676,$68.36 ,$71.17 ,$68.00 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-08-26,5.5,69.82,745978,74.1,74.1,69.4,,,08/26/2022,$69.82 ,745978,$74.10 ,$74.10 ,$69.40 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-08-25,5.5,74.37,813353,71.483,74.93,71.04,,,08/25/2022,$74.37 ,813353,$71.48 ,$74.93 ,$71.04 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-08-24,5.5,70.29,787098,67.67,71.98,66.5,,,08/24/2022,$70.29 ,787098,$67.67 ,$71.98 ,$66.50 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-08-23,5.5,67.67,416859,68.3,69.99,67.66,,,08/23/2022,$67.67 ,416859,$68.30 ,$69.99 ,$67.66 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-08-22,5.5,67.95,829181,68.89,70.1267,67.65,,,08/22/2022,$67.95 ,829181,$68.89 ,$70.13 ,$67.65 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-08-19,5.5,69.83,726938,71.09,71.09,69.16,,,08/19/2022,$69.83 ,726938,$71.09 ,$71.09 ,$69.16 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-08-18,5.5,71.96,1150278,67.9,72.57,67.65,,,08/18/2022,$71.96 ,1150278,$67.90 ,$72.57 ,$67.65 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-08-17,5.5,67.61,722237,66.35,68.48,65.38,,,08/17/2022,$67.61 ,722237,$66.35 ,$68.48 ,$65.38 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-08-16,5.5,66.12,598765,66.53,66.92,65.465,,,08/16/2022,$66.12 ,598765,$66.53 ,$66.92 ,$65.47 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-08-15,5.5,67.03,641740,65.19,67.48,64.5,,,08/15/2022,$67.03 ,641740,$65.19 ,$67.48 ,$64.50 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-08-12,5.5,65.31,1032551,63.35,66.98,62.5,,,08/12/2022,$65.31 ,1032551,$63.35 ,$66.98 ,$62.50 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-08-11,5.5,64.22,755516,64.53,67.9899,64.05,,,08/11/2022,$64.22 ,755516,$64.53 ,$67.99 ,$64.05 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-08-10,5.5,63.73,1748953,63.76,68.8,63.09,,,08/10/2022,$63.73 ,1748953,$63.76 ,$68.80 ,$63.09 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-08-09,5.5,58.19,753780,60.51,60.7824,57.11,,,08/09/2022,$58.19 ,753780,$60.51 ,$60.78 ,$57.11 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-08-08,5.5,61.09,731545,59.4,61.98,59.3212,,,08/08/2022,$61.09 ,731545,$59.40 ,$61.98 ,$59.32 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-08-05,5.5,59.09,573736,58.5,60.31,58,,,08/05/2022,$59.09 ,573736,$58.50 ,$60.31 ,$58.00 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-08-04,5.5,59.13,509811,57.62,59.74,56.99,,,08/04/2022,$59.13 ,509811,$57.62 ,$59.74 ,$56.99 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-08-03,5.5,57.25,439959,56.4,58.1085,55.82,,,08/03/2022,$57.25 ,439959,$56.40 ,$58.11 ,$55.82 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-08-02,5.5,56.16,422432,54.81,56.42,54.09,,,08/02/2022,$56.16 ,422432,$54.81 ,$56.42 ,$54.09 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-08-01,5.5,55.24,530297,53.9,56.595,53.45,,,08/01/2022,$55.24 ,530297,$53.90 ,$56.60 ,$53.45 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-07-29,5.5,54.01,548187,53.26,55.15,52.555,,,07/29/2022,$54.01 ,548187,$53.26 ,$55.15 ,$52.56 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-07-28,5.5,53.13,380335,51.81,53.3,50.26,,,07/28/2022,$53.13 ,380335,$51.81 ,$53.30 ,$50.26 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-07-27,4.75,51.38,417300,51.69,51.75,50.86,,,07/27/2022,$51.38 ,417300,$51.69 ,$51.75 ,$50.86 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-07-26,4.75,51.7,405042,52.4,53.45,51.31,,,07/26/2022,$51.70 ,405042,$52.40 ,$53.45 ,$51.31 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-07-25,4.75,52.48,443945,51.06,52.57,50.61,,,07/25/2022,$52.48 ,443945,$51.06 ,$52.57 ,$50.61 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-07-22,4.75,50.72,621677,50.92,52.315,50.41,,,07/22/2022,$50.72 ,621677,$50.92 ,$52.32 ,$50.41 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-07-21,4.75,51.63,2105882,53.81,53.99,50.1901,,,07/21/2022,$51.63 ,2105882,$53.81 ,$53.99 ,$50.19 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-07-20,4.75,45.57,479007,44.25,45.82,43.6,,,07/20/2022,$45.57 ,479007,$44.25 ,$45.82 ,$43.60 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-07-19,4.75,43.76,326738,43.09,44.5896,42.81,,,07/19/2022,$43.76 ,326738,$43.09 ,$44.59 ,$42.81 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-07-18,4.75,42.5,373157,42.72,43.5,42.4,,,07/18/2022,$42.50 ,373157,$42.72 ,$43.50 ,$42.40 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-07-15,4.75,42.16,378878,42.28,42.655,41.33,,,07/15/2022,$42.16 ,378878,$42.28 ,$42.66 ,$41.33 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-07-14,4.75,41.05,257142,40.61,41.12,39.63,,,07/14/2022,$41.05 ,257142,$40.61 ,$41.12 ,$39.63 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-07-13,4.75,41.1,221228,40.42,41.45,39.95,,,07/13/2022,$41.10 ,221228,$40.42 ,$41.45 ,$39.95 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-07-12,4.75,40.68,251828,40.29,41.23,40.25,,,07/12/2022,$40.68 ,251828,$40.29 ,$41.23 ,$40.25 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-07-11,4.75,40.36,218723,40.34,40.68,39.96,,,07/11/2022,$40.36 ,218723,$40.34 ,$40.68 ,$39.96 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-07-08,4.75,40.46,230733,40.16,40.93,39.78,,,07/08/2022,$40.46 ,230733,$40.16 ,$40.93 ,$39.78 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-07-07,4.75,40.38,331263,39.62,40.7,39.62,,,07/07/2022,$40.38 ,331263,$39.62 ,$40.70 ,$39.62 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-07-06,4.75,39.1,350080,38.78,39.31,37.76,,,07/06/2022,$39.10 ,350080,$38.78 ,$39.31 ,$37.76 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-07-05,4.75,38.99,401769,38.34,38.995,37.01,,,07/05/2022,$38.99 ,401769,$38.34 ,$39.00 ,$37.01 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-07-01,4.75,39.13,799646,40.08,40.78,37.87,,,07/01/2022,$39.13 ,799646,$40.08 ,$40.78 ,$37.87 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-06-30,4.75,40.35,446380,40.43,41.325,39.81,,,06/30/2022,$40.35 ,446380,$40.43 ,$41.33 ,$39.81 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-06-29,4.75,41.12,406887,41.6,41.99,40.02,,,06/29/2022,$41.12 ,406887,$41.60 ,$41.99 ,$40.02 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-06-28,4.75,41.8,331167,43.76,44.73,41.79,,,06/28/2022,$41.80 ,331167,$43.76 ,$44.73 ,$41.79 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-06-27,4.75,43.28,357693,43.24,44.44,42.47,,,06/27/2022,$43.28 ,357693,$43.24 ,$44.44 ,$42.47 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-06-24,4.75,42.7,1697975,42.34,43.22,41.32,,,06/24/2022,$42.70 ,1697975,$42.34 ,$43.22 ,$41.32 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-06-23,4.75,41.65,475718,43.44,43.628,41.4,,,06/23/2022,$41.65 ,475718,$43.44 ,$43.63 ,$41.40 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-06-22,4.75,43.38,388938,43.87,45.09,43.05,,,06/22/2022,$43.38 ,388938,$43.87 ,$45.09 ,$43.05 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-06-21,4.75,45.03,401263,44.3,45.48,43.475,,,06/21/2022,$45.03 ,401263,$44.30 ,$45.48 ,$43.48 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-06-17,4.75,43.12,568265,42.84,44.11,42.42,,,06/17/2022,$43.12 ,568265,$42.84 ,$44.11 ,$42.42 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-06-16,4.75,42.91,606780,45.71,46.315,42.82,,,06/16/2022,$42.91 ,606780,$45.71 ,$46.32 ,$42.82 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-06-15,4,47.21,374900,46.75,47.95,45.28,,,06/15/2022,$47.21 ,374900,$46.75 ,$47.95 ,$45.28 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-06-14,4,46.42,298448,46.88,47.1,45.98,,,06/14/2022,$46.42 ,298448,$46.88 ,$47.10 ,$45.98 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-06-13,4,46.88,615942,47.16,47.84,45.48,,,06/13/2022,$46.88 ,615942,$47.16 ,$47.84 ,$45.48 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-06-10,4,48.75,427912,49.59,49.6,48.02,,,06/10/2022,$48.75 ,427912,$49.59 ,$49.60 ,$48.02 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-06-09,4,50.19,471108,54,54.29,50.15,,,06/09/2022,$50.19 ,471108,$54.00 ,$54.29 ,$50.15 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-06-08,4,54.27,441943,56,56.7155,53.86,,,06/08/2022,$54.27 ,441943,$56.00 ,$56.72 ,$53.86 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
2022-06-07,4,56.19,502424,54.13,56.87,53.6,,,06/07/2022,$56.19 ,502424,$54.13 ,$56.87 ,$53.60 ,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
